Teller,Lijsten,LijstIDs,LijstID,MainID,VraagID,Hierarchy,Recur,L_Inactief,V_Inactief,L_Herhaalbaar,V_Herhaalbaar,VTrigger,TreelayID,isTriggered,CHILDID,ONZZANTW,TYPE,STELLING,METADATA,KORTEOMS,STATOMSCHR,PROTOCOL,CONTROLID,NAAM,KEUZELIJST,CATEGORIE,VERVALLEN,BVT_TRIGG,BRON_PROTOCOL,BRON_REFER_PROTOCOL,VERSIE_PROTOCOL,DEFINITIE_PROTOCOL,VRIJE_CODE_PROTOCOL,LSTOBJPD,BEREKENING,HERHAALBAA,BVT_WIZAC,I_LijstID,ValidFrom_UTC_x,ValidTo_UTC_x
30,USD Poli Basis(S);Wilt u nog andere gevoelens beschrijven? U kunt twee extra klachten toevoegen;,10000075181000007531,1000007531,1000007518,1000028134,200007545320000754621000028134,2,0,0,0,0,,2000075462,,1000028134,0,V,Omschrijving andere klacht 1,NULL,Omschrijving andere klacht 1,,,0000000001,Memo,,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
31,USD Poli Basis(S);Wilt u nog andere gevoelens beschrijven? U kunt twee extra klachten toevoegen;,10000075181000007531,1000007531,1000007518,1000028135,200007545320000754631000028135,2,0,0,0,0,,2000075463,,1000028135,0,V,Score andere klacht 1,NULL,Score andere klacht 1,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
32,USD Poli Basis(S);Wilt u nog andere gevoelens beschrijven? U kunt twee extra klachten toevoegen;,10000075181000007531,1000007531,1000007518,1000028136,200007545320001176201000028136,2,0,0,0,0,,2000117620,,1000028136,0,V,Omschrijving andere klacht 2,NULL,Omschrijving andere klacht 2,,,0000000001,Memo,,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
33,USD Poli Basis(S);Wilt u nog andere gevoelens beschrijven? U kunt twee extra klachten toevoegen;,10000075181000007531,1000007531,1000007518,1000028137,200007545320001176211000028137,2,0,0,0,0,,2000117621,,1000028137,0,V,Score andere klacht 2,NULL,Score andere klacht 2,Score andere klacht 2,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
34,USD Poli Basis(S);U kunt hieronder nog een klacht invullen en van een score voorzien;,10000075181000007532,1000007532,1000007518,1000028136,200007545420000754641000028136,2,1,0,0,0,,2000075464,,1000028136,0,V,Omschrijving andere klacht 2,NULL,Omschrijving andere klacht 2,,,0000000001,Memo,,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
35,USD Poli Basis(S);U kunt hieronder nog een klacht invullen en van een score voorzien;,10000075181000007532,1000007532,1000007518,1000028137,200007545420000754651000028137,2,1,0,0,0,,2000075465,,1000028137,0,V,Score andere klacht 2,NULL,Score andere klacht 2,Score andere klacht 2,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
36,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028138,20000754561000028138,1,0,0,0,0,,2000075456,,1000028138,0,V,Ik voel me de afgelopen periode,NULL,Ik voel me de afgelopen periode,,,0000000003,Keuzelijst,2000005834,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
37,USD Poli Basis(S);,1000007518,1000007518,1000007518,1000028139,20000754571000028139,1,0,0,0,0,,2000075457,,1000028139,0,V,Welke klacht(en) moet(en) wat u betreft als eerste aandacht krijgen,NULL,Welke klacht(en) moet(en) wat u betreft als eerste aandacht krijgen,,,0000000001,Memo,,ONC,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
1,PEP module(S);,1000007539,1000007539,1000007539,1000028143,20000755021000028143,1,0,0,0,0,1000028143,2000075502,,1000028143,0,V,Patient gaat PEP module volgen,NULL,Patient gaat PEP module volgen,Patient gaat PEP module volgen,,0000000002,Keuzeselectiegroep,2000005835,HRV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
2,PEP module(S);,1000007539,1000007539,1000007539,1000028144,200007550220000754921000028144,2,0,0,0,0,,2000075492,1000028143,1000028144,0,V,Startdatum,NULL,Startdatum,Startdatum,,0000000006,Datum,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
3,PEP module(S);,1000007539,1000007539,1000007539,1000028145,200007550220000754931000028145,2,0,0,0,0,,2000075493,1000028143,1000028145,0,V,Reden,NULL,Reden,Reden,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
4,PEP module(S);,1000007539,1000007539,1000007539,1000028146,20000755031000028146,1,0,0,0,0,,2000075503,,1000028146,0,V,Gevolgde onderdelen,NULL,Gevolgde onderdelen,Gevolgde onderdelen,,0000000007,Meerkeuzelijst,2000005836,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
5,PEP module(S);,1000007539,1000007539,1000007539,1000028147,20000755041000028147,1,0,0,0,0,1000028147,2000075504,,1000028147,0,V,Patient heeft gewerkt aan de volgende doelen,NULL,Patient heeft gewerkt aan de volgende doelen,Patient heeft gewerkt aan de volgende doelen,,0000000007,Meerkeuzelijst,2000005837,HRV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
6,PEP module(S);,1000007539,1000007539,1000007539,1000028148,200007550420000754941000028148,2,0,0,0,0,,2000075494,1000028147,1000028148,0,V,Overig (e) doel(en),NULL,Overig (e) doel(en),Overig (e) doel(en),,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
7,PEP module(S);,1000007539,1000007539,1000007539,1000028149,20000755051000028149,1,0,0,0,0,,2000075505,,1000028149,0,V,Bijzonderheden,NULL,Bijzonderheden,Bijzonderheden,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
8,PEP module(S);Terugkombijeenkomst;,10000075391000007540,1000007540,1000007539,1000028150,200007550620000755071000028150,2,0,0,0,0,,2000075507,,1000028150,0,V,Terugkombijeenkomst gevolgd op,NULL,Terugkombijeenkomst gevolgd op,Terugkombijeenkomst gevolgd op,,0000000006,Datum,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
9,PEP module(S);Terugkombijeenkomst;Zelf gekozen doelen behaald;,100000753910000075401000007541,1000007541,1000007539,1000028151,2000075506200007550820000755101000028151,3,0,0,0,0,1000028151,2000075510,,1000028151,0,V,Bewegen,NULL,Bewegen,Bewegen,,0000000002,Keuzeselectiegroep,2000005838,HRV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
10,PEP module(S);Terugkombijeenkomst;Zelf gekozen doelen behaald;,100000753910000075401000007541,1000007541,1000007539,1000028152,20000755062000075508200007551020000754951000028152,4,0,0,0,0,,2000075495,1000028151,1000028152,0,V,Toelichting bewegen,NULL,Toelichting bewegen,Toelichting bewegen,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
11,PEP module(S);Terugkombijeenkomst;Zelf gekozen doelen behaald;,100000753910000075401000007541,1000007541,1000007539,1000028153,2000075506200007550820000755111000028153,3,0,0,0,0,1000028153,2000075511,,1000028153,0,V,Voeding,NULL,Voeding,Voeding,,0000000002,Keuzeselectiegroep,2000005838,HRV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
12,PEP module(S);Terugkombijeenkomst;Zelf gekozen doelen behaald;,100000753910000075401000007541,1000007541,1000007539,1000028154,20000755062000075508200007551120000754961000028154,4,0,0,0,0,,2000075496,1000028153,1000028154,0,V,Toelichting voeding,NULL,Toelichting voeding,Toelichting voeding,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
13,PEP module(S);Terugkombijeenkomst;Zelf gekozen doelen behaald;,100000753910000075401000007541,1000007541,1000007539,1000028155,2000075506200007550820000755121000028155,3,0,0,0,0,1000028155,2000075512,,1000028155,0,V,Roken,NULL,Roken,Roken,,0000000002,Keuzeselectiegroep,2000005838,HRV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
14,PEP module(S);Terugkombijeenkomst;Zelf gekozen doelen behaald;,100000753910000075401000007541,1000007541,1000007539,1000028156,20000755062000075508200007551220000754971000028156,4,0,1,0,0,,2000075497,1000028155,1000028156,0,V,Toelichting roken (oud),NULL,Toelichting roken (oud),Toelichting roken (oud),,0000000001,Memo,,HRV,1,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
15,PEP module(S);Terugkombijeenkomst;Zelf gekozen doelen behaald;,100000753910000075401000007541,1000007541,1000007539,1000028157,2000075506200007550820000755131000028157,3,0,0,0,0,1000028157,2000075513,,1000028157,0,V,Alcohol,NULL,Alcohol,Alcohol,,0000000002,Keuzeselectiegroep,2000005838,HRV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
16,PEP module(S);Terugkombijeenkomst;Zelf gekozen doelen behaald;,100000753910000075401000007541,1000007541,1000007539,1000028158,20000755062000075508200007551320000754981000028158,4,0,0,0,0,,2000075498,1000028157,1000028158,0,V,Toelichting alcohol,NULL,Toelichting alcohol,Toelichting alcohol,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
17,PEP module(S);Terugkombijeenkomst;Zelf gekozen doelen behaald;,100000753910000075401000007541,1000007541,1000007539,1000028159,2000075506200007550820000755141000028159,3,0,0,0,0,1000028159,2000075514,,1000028159,0,V,Rust en ontspanning/ omgaan met stress,NULL,Rust en ontspanning/ omgaan met stress,Rust en ontspanning/ omgaan met stress,,0000000002,Keuzeselectiegroep,2000005838,HRV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
18,PEP module(S);Terugkombijeenkomst;Zelf gekozen doelen behaald;,100000753910000075401000007541,1000007541,1000007539,1000028160,20000755062000075508200007551420000754991000028160,4,0,0,0,0,,2000075499,1000028159,1000028160,0,V,Toelichting rust en ontspanning/ omgaan met stress,NULL,Toelichting rust en ontspanning/ omgaan met stress,Toelichting rust en ontspanning/ omgaan met stress,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
19,PEP module(S);Terugkombijeenkomst;Zelf gekozen doelen behaald;,100000753910000075401000007541,1000007541,1000007539,1000028161,2000075506200007550820000755151000028161,3,0,0,0,0,1000028161,2000075515,,1000028161,0,V,Overig,NULL,Overig,Overig,,0000000002,Keuzeselectiegroep,2000005838,HRV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
20,PEP module(S);Terugkombijeenkomst;Zelf gekozen doelen behaald;,100000753910000075401000007541,1000007541,1000007539,1000028162,20000755062000075508200007551520000755001000028162,4,0,0,0,0,,2000075500,1000028161,1000028162,0,V,Toelichting overig,NULL,Toelichting overig,Toelichting overig,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
21,PEP module(S);Terugkombijeenkomst;,10000075391000007540,1000007540,1000007539,1000028163,200007550620000755091000028163,2,0,0,0,0,1000028163,2000075509,,1000028163,0,V,Vervolgadvies,NULL,Vervolgadvies,Vervolgadvies,,0000000007,Meerkeuzelijst,2000005839,HRV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
22,PEP module(S);Terugkombijeenkomst;,10000075391000007540,1000007540,1000007539,1000028164,2000075506200007550920000755011000028164,3,0,0,0,0,,2000075501,1000028163,1000028164,0,V,Toelichting overig vervolgadvies,NULL,Toelichting overig vervolgadvies,Toelichting overig vervolgadvies,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
1,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028184,20000755721000028184,1,0,0,0,0,1000028184,2000075572,,1000028184,0,V,Patient was,NULL,Patient was,Patient was,,0000000002,Keuzeselectiegroep,2000005841,HRV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
2,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028185,200007557220000755541000028185,2,0,0,0,0,,2000075554,1000028184,1000028185,0,V,Reden afwezigheid,NULL,Reden afwezigheid,Reden afwezigheid,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
3,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028186,200007557220000755551000028186,2,0,0,0,0,1000028186,2000075555,1000028184,1000028186,0,V,Nagebeld,NULL,Nagebeld,Nagebeld,,0000000002,Keuzeselectiegroep,2000005835,HRV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
4,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028185,2000075572200007555520000755561000028185,3,0,0,0,0,,2000075556,10000281841000028186,1000028185,0,V,Reden afwezigheid,NULL,Reden afwezigheid,Reden afwezigheid,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
5,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028187,20000755731000028187,1,0,0,0,0,1000028187,2000075573,,1000028187,0,V,Advies verpleegkundige: leeftstijlaanpassing gewenst op het gebied van,NULL,Advies verpleegkundige: leeftstijlaanpassing gewenst op het gebied van,Advies verpleegkundige: leeftstijlaanpassing gewenst op het gebied van,,0000000007,Meerkeuzelijst,2000005842,HRV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
6,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028152,200007557320000755571000028152,2,0,0,0,0,,2000075557,1000028187,1000028152,0,V,Toelichting bewegen,NULL,Toelichting bewegen,Toelichting bewegen,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
7,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028154,200007557320000755581000028154,2,0,0,0,0,,2000075558,1000028187,1000028154,0,V,Toelichting voeding,NULL,Toelichting voeding,Toelichting voeding,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
8,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028156,200007557320000755591000028156,2,0,1,0,0,,2000075559,1000028187,1000028156,0,V,Toelichting roken (oud),NULL,Toelichting roken (oud),Toelichting roken (oud),,0000000001,Memo,,HRV,1,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
9,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028188,200007557320000755601000028188,2,0,0,0,0,,2000075560,1000028187,1000028188,0,V,Toelichting roken partner,NULL,Toelichting roken partner,Toelichting roken partner,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
10,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028158,200007557320000755611000028158,2,0,0,0,0,,2000075561,1000028187,1000028158,0,V,Toelichting alcohol,NULL,Toelichting alcohol,Toelichting alcohol,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
11,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028189,200007557320000755621000028189,2,0,0,0,0,,2000075562,1000028187,1000028189,0,V,Toelichting omgaan met stress en ontspanning,NULL,Toelichting omgaan met stress en ontspanning,Toelichting omgaan met stress en ontspanning,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
12,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028181,200007557320000755631000028181,2,0,0,0,0,,2000075563,1000028187,1000028181,0,V,Toelichting doorverwijzing ander centrum / 1e lijn,NULL,Toelichting doorverwijzing ander centrum / 1e lijn,Toelichting doorverwijzing ander centrum / 1e lijn,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
13,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028182,200007557320000755641000028182,2,0,0,0,0,,2000075564,1000028187,1000028182,0,V,Toelichting individueel traject,NULL,Toelichting individueel traject,Toelichting individueel traject,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
14,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000040967,200007557320000955541000040967,2,0,0,0,0,,2000095554,1000028187,1000040967,0,V,Toelichting roken,NULL,Toelichting roken,,,0000000002,Keuzeselectiegroep,2000008055,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
15,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028190,20000755741000028190,1,0,0,0,0,1000028190,2000075574,,1000028190,0,V,Keuze patient: leefstijlaanpassing gewenst op het gebied van,NULL,Keuze patient: leefstijlaanpassing gewenst op het gebied van,Keuze patient: leefstijlaanpassing gewenst op het gebied van,,0000000007,Meerkeuzelijst,2000005843,HRV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
16,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028152,200007557420000755651000028152,2,0,0,0,0,,2000075565,1000028190,1000028152,0,V,Toelichting bewegen,NULL,Toelichting bewegen,Toelichting bewegen,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
17,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028154,200007557420000755661000028154,2,0,0,0,0,,2000075566,1000028190,1000028154,0,V,Toelichting voeding,NULL,Toelichting voeding,Toelichting voeding,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
18,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028191,200007557420000755671000028191,2,0,0,0,0,,2000075567,1000028190,1000028191,0,V,Aanmelding rookstoppoli,NULL,Aanmelding rookstoppoli,Aanmelding rookstoppoli,,0000000002,Keuzeselectiegroep,2000005835,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
19,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028158,200007557420000755681000028158,2,0,0,0,0,,2000075568,1000028190,1000028158,0,V,Toelichting alcohol,NULL,Toelichting alcohol,Toelichting alcohol,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
20,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028192,200007557420000755691000028192,2,0,0,0,0,,2000075569,1000028190,1000028192,0,V,Toelichting rust en ontspanning,NULL,Toelichting rust en ontspanning,Toelichting rust en ontspanning,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
21,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028189,200007557420000755701000028189,2,0,0,0,0,,2000075570,1000028190,1000028189,0,V,Toelichting omgaan met stress en ontspanning,NULL,Toelichting omgaan met stress en ontspanning,Toelichting omgaan met stress en ontspanning,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
22,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028188,200007557420000755711000028188,2,0,0,0,0,,2000075571,1000028190,1000028188,0,V,Toelichting roken partner,NULL,Toelichting roken partner,Toelichting roken partner,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
23,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028193,20000755751000028193,1,0,1,0,0,,2000075575,,1000028193,1,V,Modules die patient wil volgen,NULL,Modules die patient wil volgen,Modules die patient wil volgen,,0000000007,Meerkeuzelijst,2000005844,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
33,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028194,20000755761000028194,1,0,0,0,0,,2000075576,,1000028194,0,V,BMI,NULL,BMI,BMI,,0000000017,Getal,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
34,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028195,20000755771000028195,1,0,0,0,0,,2000075577,,1000028195,0,V,BMI interpretatie,NULL,BMI interpretatie,BMI interpretatie,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,"""Expressie=if((Antwoord('2000075576') < 18.5), 'ondergewicht',
if(((Antwoord('2000075576') >= 18.5) and (Antwoord('2000075576') <= 24.9)), 'normaal gewicht',
if(((Antwoord('2000075576') >= 25) and (Antwoord('2000075576') <= 29.9)), 'overgewicht',
if(((Antwoord('2000075576') >= 30) and (Antwoord('2000075576') <= 39.9)), 'obesitas: zo nodig medicatie en chirurgie (via St. Antonius Ziekenhuis Nieuwegein)',
if((Antwoord('2000075576') > 40), 'morbide obesitas', ''
)))))"",Decimalen=0,Aanpasbaar=-1,MsgTonen=-1,Initieel=0,AllesIngevuld=-1,RekenVeldPad=2000075577",0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
35,Intake Hartrevalidatie(S);,1000007550,1000007550,1000007550,1000028196,20000755781000028196,1,0,0,0,0,,2000075578,,1000028196,0,V,Middelomtrek,NULL,Middelomtrek,Middelomtrek,,0000000017,Getal,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
1,Intake Fit module(S);,1000007551,1000007551,1000007551,1000028184,20000755801000028184,1,0,0,0,0,1000028184,2000075580,,1000028184,0,V,Patient was,NULL,Patient was,Patient was,,0000000002,Keuzeselectiegroep,2000005841,HRV,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
2,Intake Fit module(S);,1000007551,1000007551,1000007551,1000028185,200007558020000755541000028185,2,0,0,0,0,,2000075554,1000028184,1000028185,0,V,Reden afwezigheid,NULL,Reden afwezigheid,Reden afwezigheid,,0000000001,Memo,,HRV,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
