CODE,SEARCHCODE,OMSCHR,MEMO,SOORT,BEDRIJF
ZH0604,SECNCHC,Medisch secretaresse / Poli-assistente Neurochirurgie (CMH),,ZH00000023,
ZH0607,SECPYNU,Medisch secretaresse / Poli-assistente Pijngeneeskunde (UMC),,FU,
ZH0631,KLIVPLM,Verpleegkundige Kliniek (PMC),,FN,
ZH0632,KLIVPLU,Verpleegkundige Kliniek (UMC),,LU,
ZH0633,KVOVERU,Verpleegkundige Overig (UMC),,LU,
ZH0634,KVOVERC,Verpkeegkundige Overig (CMH),,ZH00000023,
ZH0635,KVOVERM,Verpleegkundige Overig (PMC),,ZH00000024,
ZH0638,KLISECU,Secretaresse Kliniek (UMC),,LU,
ZH0639,KLISECM,Secretaresse Kliniek (PMC),,ZH00000024,
ZH0640,KLISECC,Secretaresse Kliniek (CMH),,ZH00000023,
ZH0641,KSOVERU,Secretaresse Overig (UMC),,LU,
ZH0642,KSOVERM,Secretaresse Overig (PMC),,ZH00000024,
ZH0643,KSOVERC,Secretaresse Overig (CMH),,ZH00000023,
ZH0645,KVMHM4,Verpleegafdeling T4 (CMH),,ZH00000023,
ZH0646,KVMHVD,Dagbehandeling (CMH),,ZH00000023,
ZH1518,EXTIKNO,Datamanager IKN (B&O),,ZH00000017,
ZH1520,AKVTRIC,Adviseur kwaliteit & Veiligheid / Tripod-onderzoeker (CMH),,ZH00000023,
ZH0650,KVMHVP,Verpleegafdeling Psychiatrie (MGGZ),,ZH00000025,
ZH0651,KVH317,Kl Ontwikkeling in Perspectief (UMC),,LU,
ZH0652,KVH318,Klinische Acuut & Intensieve Zorg (UMC),,LU,
ZH0653,KVH315,Klin. Affectieve & Psychotische stoorn. (UMC),,LU,
ZH0654,KVH316,Klin Diagn & Vroege Psychose (UMC),,LU,
ZH0655,KVH517,Dt Ontwikkeling in Perspectief (UMC),,LU,
ZH0656,KVH518,Deeltijd Acuut & Intensieve Zorg (UMC),,LU,
ZH0657,KVH319,Klin.Acuut & Intensieve. Zorg Jeugd (UMC),,LU,
ZH0658,KVH515,Deeltijd Affectieve & Psychotische stoorn. (UMC),,LU,
ZH0659,KVA300,Verpleegafdeling Hematologie (B&O),,LU,
ZH0660,KVF734,Behandelcentrum IVF Klinisch (UMC),,LU,
ZH0661,KVA306,Verpleegafdeling C2West (UMC),,LU,
ZH0662,KVP630,Dagbehandeling Pijn (UMC),,LU,
ZH0663,KVU440,IC-Centrum (UMC),,LU,
ZH0664,KVA305,Verpleegafdeling D2-Oost (UMC),,LU,
ZH0665,KVA724,Dagbehandeling ALL - C2 West (UMC),,LU,
ZH0666,KVB335,Verpleegafdeling B3-Oost Cardiologie en CTC (UMC),,LU,
ZH0667,KVF320,Verpleegafdeling Gynaecologie C5-West (B&O),,LU,
ZH0668,KVP319,Calamiteitenhospitaal Low Care 3 (UMC),,LU,
ZH0669,KVZ300,Research medische oncologie C5-West (B&O),,LU,
ZH0670,KVA725,"Dagbehandeling MDL, REU, IG - D2 West (UMC)",,LU,
ZH1014,RESHEMO,Researchverpleegkundige Hematolgie Oncologie (B&O),,ZH00000017,
ZH0672,KVP312,IC Fx / Calamiteiten Ruimte 2 (UMC),,LU,
ZH0673,KVP313,IC Fx / Calamiteiten Ruimte 3 (UMC),,LU,
ZH0674,KVP314,Calamiteitenhospitaal IC Ruimte 4 (UMC),,LU,
ZH0676,KVO733,Stralingsunit Oncologie (B&O),,LU,
ZH0677,KVP311,IC Fx / Calamiteiten Ruimte 1 (UMC),,LU,
ZH0678,KVP318,Calamiteitenhospitaal Low Care 2 (UMC),,LU,
ZH0679,KVP531,Recovery F0/F4 (UMC),,LU,
ZH0680,KVP545,Ok Recovery Calamiteiten hospitaal (UMC),,LU,
ZH0681,KVP315,Calamiteitenhospitaal Crashroom (UMC),,LU,
ZH0682,KVP316,Calamiteitenhospitaal Medium Care (UMC),,LU,
ZH0683,KVP317,Calamiteitenhospitaal Low Care 1 (UMC),,LU,
ZH0684,KVB310,Verpleegafdeling B4-West Cardiologie (UMC),,LU,
ZH0685,KVC302,Verpleegafdeling C4-Oost (B&O),Uitbreiding rechten Agenda en Resourceplanning: Mag boeken binnen en buiten raster voor Agenda en Programmadefinitie B&O - Urologische oncologie,LU,
ZH0693,KVB712,Dagbehandeling HCK (UMC),,LU,
ZH0694,KVB531,Dagbehand. Longziekten Kliniek (UMC),,LU,
ZH0695,KVB430,Verpleegafdeling B4-Oost Medium Care (UMC),,LU,
ZH0696,KVE330,Verpleegafdeling D5-Oost (B&O),,LU,
ZH0697,KVE310,Verpleegafdeling D5-West (UMC),,LU,
ZH0699,KVA712,Dagbehandeling Oncologie (B&O),,LU,
ZH0700,KVB718,Dagbehandeling HCK 5 (UMC),,LU,
ZH0701,KVA308,Verpleegafdeling Oncologie (B&O),,LU,
ZH0702,KVA309,Verpleegafdeling D2W Short stay (UMC),,LU,
ZH0703,KVD340,Verpleegafdeling Neurologie & Neurochirurgie - C3 West (UMC),,LU,
ZH0704,KVC307,Medium Care DHS/DIGD (UMC),,LU,
ZH0705,KVA740,Onderzoek en Behandeling Scopie D.I.G.D. (UMC),,LU,
ZH0721,KVF342,IC Neonatologie WKZ Team 2 (UMC),,LU,
ZH0722,KVF710,Verloskamers Wkz (UMC),,LU,
ZH0723,KVF716,Versiespreekuur (UMC),,LU,
ZH0724,KVF610,Poli Obstetrie (UMC),,LU,
ZH0725,KVF343,IC Neonatologie WKZ Team 3 (UMC),,LU,
ZH0726,KVF344,High Care Neonatologie WKZ (UMC),,LU,
ZH0727,KVI741,Functiekamer Longziekten (UMC),,LU,
ZH0728,KVI732,Functiekamer Kinder-Urologie (UMC),,LU,
ZH0729,KVF312,Kraamafdeling WKZ (UMC),,LU,
ZH0730,KVF310,Verpleegafdeling Obstetrie WKZ (UMC),,LU,
ZH0777,KSH315,Klin. Affectieve & Psychotische stoorn. (UMC),,LU,
ZH1218,GGZPSYPU,GGZ Psychiater (PUK),,ZH00000010,
ZH0795,RESNEFU,Researchverpleegkundige Nefrologie (UMC),,ZH00000007,
ZH0797,NZMU,Nazorgmedewerker (UMC),,FN,
ZH0799,INFPRVU,Deskundige Infectiepreventie (UMC),,ZH00000014,
ZH0839,SPERTHM,Radiotherapeut (PMC),,ZH00000024,
ZH1222,SPEKONM+,Kinderoncoloog (PMC) + Cytostatica,"Deze groep geeft autorisaties om cytostatica voor te schrijven, & let op; rechtgebonden werkcontext voor plannen CS-behandeling",ZH00000024,
ZH0853,KSI741,Functiekamer Longziekten (UMC),,LU,
ZH0854,KSI732,Functiekamer Kinder-Urologie (UMC),,LU,
ZH0855,KSI731,Functiekamer Gastro-Enterologie (UMC),,LU,
ZH0861,KS4K33,Verpleegafdeling Brug (PMC),,ZH00000024,
ZH0864,KS4K21,Verpleegafdeling Molen (PMC),,ZH00000024,
ZH0880,ONDRTHU,Onderzoeksmedewerker Radiotherapie (UMC),,ZH00000017,
ZH0882,RESONCO,Researchverpleegkundige Oncologie (B&O),,ZH00000017,
ZH0884,P&CMDWU,ZZZ - Medewerker Planning & Controle (UMC),,X,
ZH0885,KSA305,Verpleegafdeling D2-Oost (UMC),,LU,
ZH0886,KSA724,Dagbehandeling ALL - C2 West (UMC),,LU,
ZH0887,KSF320,Verpleegafdeling Gynaecologie C5-West (B&O),,LU,
ZH0888,KSP319,Calamiteitenhospitaal Low Care 3 (UMC),,LU,
ZH0889,KSZ300,Research medische oncologie C5-West (B&O),,LU,
ZH0890,KSA725,"Dagbehandeling MDL, REU, IG - D2 West (UMC)",,LU,
ZH0976,VPLKLG,Verpleegkundig specialist Klinische Genetica,"7/7/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de VPLKLG. Werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere VPLSPE maar dan met de effectieve waarden van de SPEKLG.",LU,
ZH0892,KSP312,IC Fx / Calamiteiten Ruimte 2 (UMC),,LU,
ZH0893,KSP313,IC Fx / Calamiteiten Ruimte 3 (UMC),,LU,
ZH0894,KSP314,Calamiteitenhospitaal IC Ruimte 4 (UMC),,LU,
ZH0979,ONDICU,Onderzoeksmedewerker IC (UMC),,ZH00000015,
ZH1008,SEMONC,Semi-arts Oncologie,"20/7/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de SEMONC. Werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere SEMART maar dan met de effectieve waarden van de SPEONC.",LU,
ZH0686,KVC301,Verpleegafdeling D4-West (UMC),,LU,
ZH0687,KVA751,Dagbehandeling Hematologie Oncologie (B&O),,LU,
ZH0688,KVC303,Verpleegafdeling D4-Oost (UMC),,LU,
ZH0689,KVA760,Onderzoek en Behandeling Nefrologie/Dialyse (UMC),,LU,
ZH0690,KVB410,C.C.U. Cardiologie (UMC),,LU,
ZH0691,KVB340,Verpleegafdeling B3 Longgeneeskunde (UMC),,LU,
ZH0692,KVB330,Verpleegafdeling B4-Oost Cardio-thoracale Chirurgie (UMC),,LU,
ZH0706,KVD380,Verpleegafdeling Neurologie & Neurochirurgie - C3 Oost (UMC),,LU,
ZH0707,KVD361,Medium Care Neurologie & Neurochirurgie - D3 West MC (UMC),,LU,
ZH0708,KVD360,Verpleegafdeling Neurologie & Neurochirurgie - D3 West (UMC),,LU,
ZH0709,KVI430,Verpleegafdeling Pelikaan 3 (UMC),,LU,
ZH0710,KVF318,Klinische Zorgdag Thuissituatie (UMC),,LU,
ZH0712,KVF319,Gezinskamers (WKZ) (UMC),,LU,
ZH0713,KVP761,OK WKZ lokatie Recovery verpl (UMC),,LU,
ZH0714,KVP762,OK WKZ lokatie Anaesthesie verpl (UMC),,LU,
ZH0715,KVZ350,Verpleegafdeling Schildpad (UMC),,LU,
ZH0716,KVI325,Verpleegafdeling KA.04 (UMC),,LU,
ZH0717,KVF341,IC Neonatologie WKZ Team 1 (UMC),,LU,
ZH0718,KVI330,Verpleegafdeling Papegaai (UMC),Inclusief rechten/instellingen voor VTGM-pilot + dubbelcontrole toediening.,LU,
ZH0719,KVI360,Verpleegafdeling Panda (UMC),,LU,
ZH0720,KVI340,Verpleegafdeling Leeuw (UMC),,LU,
ZH0731,KVF311,Neonatologie Medium Care (UMC),,LU,
ZH0732,KVI731,Functiekamer Gastro-Enterologie (UMC),,LU,
ZH0733,KVI420,Verpleegafdeling Pelikaan 2 (UMC),,LU,
ZH0734,KVI410,Verpleegafdeling Pelikaan 1 (UMC),,LU,
ZH0735,KVI510,Dagcentrum Kameleon (UMC),,LU,
ZH0736,KVI722,Functieafdeling Metabole Ziekten (UMC),,LU,
ZH0737,KVI530,Centrum Dagdiagnostisch kinderneurologie (UMC),,LU,
ZH0790,OKPDMSC,OK PDMS Medewerker (CMH),,ZH00000023,
ZH0791,OKPDMSM,OK PDMS Medewerker (PMC),,ZH00000024,
ZH0792,RESDERU,Researchverpleegkundige Dermatologie (UMC),,ZH00000007,
ZH0793,RESGERU,Researchverpleegkundige Geriatrie (UMC),,ZH00000007,
ZH0794,RESMDLU,Researchverpleegkundige MDL (UMC),,ZH00000007,
ZH0802,MMIANAU,MMI Analist (UMC),,ZH00000014,
ZH0803,RESGYNU,Researchverpleegkundige Gynaecologie (UMC),,ZH00000011,
ZH0804,DSRDU,Deskundige Scopen Reiniging Desinfectie (UMC),,ZH00000014,
ZH0806,OKPACUU,OK PACU Medewerker (UMC),"Zie inloggroep OKPACUU. Alleen inloggroep toekennen aangezien de gebruiker anders niet te optie ""wisselen van gebruiker"" heeft.",FN,
ZH0896,KSO733,Stralingsunit Oncologie (B&O),,LU,
ZH0897,KSP311,IC Fx / Calamiteiten Ruimte 1 (UMC),,LU,
ZH0898,KSP318,Calamiteitenhospitaal Low Care 2 (UMC),,LU,
ZH0899,KSP531,Recovery F0/F4 (UMC),,LU,
ZH0900,KSP545,Ok Recovery Calamiteiten hospitaal (UMC),,LU,
ZH0901,KSP315,Calamiteitenhospitaal Crashroom (UMC),,LU,
ZH0902,KSP316,Calamiteitenhospitaal Medium Care (UMC),,LU,
ZH0903,KSP317,Calamiteitenhospitaal Low Care 1 (UMC),,LU,
ZH1472,FCTGEGU,Functionaris Gegevensbescherming (UMC),,ZH00000018,
ZH0906,KSC302,Verpleegafdeling C4-Oost (B&O),,LU,
ZH0907,KSC301,Verpleegafdeling D4-West (UMC),,LU,
ZH0908,KSA751,Dagbehandeling Hematologie Oncologie (B&O),,LU,
ZH0909,KSC303,Verpleegafdeling D4-Oost (UMC),,LU,
ZH0910,KSA760,Onderzoek en Behandeling Nefrologie/Dialyse (UMC),,LU,
ZH0911,KSE330,Verpleegafdeling D5-Oost (B&O),,LU,
ZH0912,KSE310,Verpleegafdeling D5-West (UMC),,LU,
ZH0913,KSA712,Dagbehandeling Oncologie (B&O),,LU,
ZH0914,KSB718,Dagbehandeling HCK 5 (UMC),,LU,
ZH0915,KSA308,Verpleegafdeling Oncologie (B&O),,LU,
ZH0916,KSA309,Verpleegafdeling D2W Short stay (UMC),,LU,
ZH0775,KSH317,Kl Ontwikkeling in Perspectief (UMC),,LU,
ZH0776,KSH318,Klinische Acuut & Intensieve Zorg (UMC),,LU,
ZH0796,RESHEMU,Researchverpleegkundige Hematolgie VCK (UMC),,ZH00000007,
ZH0798,MMIADMU,MMI Administratie (UMC),,ZH00000014,
ZH0800,KCLADMU,KCL Administratie (UMC),,ZH00000014,
ZH0801,BLAMDWLU,Medewerker bloedafname inclusief CS-Lab (UMC),,ZH00000014,
ZH0826,KSB310,Verpleegafdeling B4-West Cardiologie (UMC),,LU,
ZH0827,KSB410,C.C.U. Cardiologie (UMC),,LU,
ZH0828,KSB340,Verpleegafdeling B3 Longgeneeskunde (UMC),,LU,
ZH0829,KSB330,Verpleegafdeling B4-Oost Cardio-thoracale Chirurgie (UMC),,LU,
ZH0830,KSB712,Dagbehandeling HCK (UMC),,LU,
ZH0831,KSB531,Dagbehand. Longziekten Kliniek (UMC),,LU,
ZH0878,APOKGO,Apothekersassistent KGO,"19/6/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de APOKGO. De werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere APOASS maar dan met de effectieve waarden van de APOKGOin 6.1. ",LN,
ZH0917,KSC307,Medium Care DHS/DIGD (UMC),,LU,
ZH0918,KSA740,Onderzoek en Behandeling Scopie D.I.G.D. (UMC),,LU,
ZH0919,KSF318,Klinische Zorgdag Thuissituatie (UMC),,LU,
ZH0920,KSF319,Gezinskamers (WKZ) (UMC),,LU,
ZH0921,KSP761,OK WKZ lokatie Recovery verpl (UMC),,LU,
ZH0922,KSP762,OK WKZ lokatie Anaesthesie verpl (UMC),,LU,
ZH0923,KSF341,IC Neonatologie WKZ Team 1 (UMC),,LU,
ZH0924,KSF342,IC Neonatologie WKZ Team 2 (UMC),,LU,
ZH0925,KSF710,Verloskamers Wkz (UMC),,LU,
ZH0926,KSF716,Versiespreekuur (UMC),,LU,
ZH0927,KSF610,Poli Obstetrie (UMC),,LU,
ZH0928,KSF343,IC Neonatologie WKZ Team 3 (UMC),,LU,
ZH0930,KSF312,Kraamafdeling WKZ (UMC),,LU,
ZH0931,KSF310,Verpleegafdeling Obstetrie WKZ (UMC),,LU,
ZH0932,KSF311,Neonatologie Medium Care (UMC),,LU,
ZH0935,SECKOZU,Medisch secretaresse /Poli-assistente KinderOntwGerZorg(UMC),,ZH00000012,
ZH0946,RESINFU,Researchverpleegkundige Infectieziekten (UMC),,ZH00000007,
ZH0959,SEMANEU,Semi-arts Anesthesiologie (UMC),,ZH00000013,
ZH0962,SEMSPOU,Semi-arts Sportgeneeskunde (UMC),,ZH00000013,
ZH0965,ONDANEU,Onderzoeksmedewerker Anesthesiologie (UMC),,ZH00000015,
ZH0968,DBCHERU,DBC key-users Divisie Hersenen (UMC),,ZH00000010,
ZH0969,DBCBEONU,DBC key-users Divisie Beeld-Onc,,ZH00000017,
ZH0971,DBCMDWU,Validatiemedewerker DBC's (UMC),,ZH00000020,
ZH0974,DBCKAA,DBC key-users Kaakchirurgie,"7/7/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor specialisme Kaakchirurgie. Werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere DBC key-users maar dan met de effectieve waarden van de SPEKAA.",LU,
ZH0975,DBCKAAU,DBC key-users Kaakchirurgie (UMC),"DBC key-user Kaakchirurgie, Tandheelkunde, Orthodentie",ZH00000009,
ZH0980,SPEGONO,Gynaecoloog oncologie (B&O),,ZH00000017,
ZH0981,SPEUROO,Uroloog oncologie (B&O),,ZH00000017,
ZH0982,SPEHHO,Hoofd-hals oncologie (B&O),,ZH00000017,
ZH0989,DBCONC,DBC key-users Oncologie,"19/7/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor specialisme Oncologie. Werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere locatiespecifieke DBC key-users maar dan met de effectieve waarden van de SPEONC.",LU,
ZH0990,DBCONCO,DBC key-users Oncologie (B&O),,ZH00000017,
ZH0856,KSI420,Verpleegafdeling Pelikaan 2 (UMC),,LU,
ZH0857,KSI410,Verpleegafdeling Pelikaan 1 (UMC),,LU,
ZH0858,KSI510,Dagcentrum Kameleon (UMC),,LU,
ZH0859,KSI722,Functieafdeling Metabole Ziekten (UMC),,LU,
ZH0860,KSI530,Centrum Dagdiagnostisch kinderneurologie (UMC),,LU,
ZH0862,KS4K31,Verpleegafdeling Bank (PMC),,ZH00000024,
ZH0863,KS4K32,Verpleegafdeling Schommel (PMC),,ZH00000024,
ZH0865,KS4K12,Verpleegafdeling Boomhut (PMC),,ZH00000024,
ZH0866,KS4K11,Verpleegafdeling Kasteel (PMC),,ZH00000024,
ZH0867,KS4K41,Verpleegafdeling Tafel (PMC),,ZH00000024,
ZH0868,KS4K81,Radiologie uitslaapkamer (PMC),,ZH00000024,
ZH0869,KS4K13,Verpleegafdeling Vuurtoren (PMC),,ZH00000024,
ZH0870,KS4K71,Sedatie/Verkoever 3e etage (PMC),,ZH00000024,
ZH0871,KS4K51,Dagbehandeling 2e etage (UMC),,LU,
ZH0872,KS4K61,Dagbehandeling 3e etage (PMC),,ZH00000024,
ZH0874,KSD340,Verpleegafdeling Neurologie & Neurochirurgie - C3 West (UMC),,LU,
ZH0875,KSD380,Verpleegafdeling Neurologie & Neurochirurgie - C3 Oost (UMC),,LU,
ZH0876,KSD361,Medium Care Neurologie & Neurochirurgie - D3 West MC (UMC),,LU,
ZH0877,KSD360,Verpleegafdeling Neurologie & Neurochirurgie - D3 West (UMC),,LU,
ZH0879,APOKGOU,Apothekersassistent KGO (UMC),,ZH00000014,
ZH0942,VPLVASU,Verpleegkundig specialist Vasculaire geneeskunde (UMC),,ZH00000007,
ZH0943,RESANEU,Researchverpleegkundige Anesthesiologie (UMC),,ZH00000015,
ZH0944,RESCHIU,Researchverpleegkundige Chirurgie (UMC),,ZH00000009,
ZH0949,RESOOGU,ZZZ - Researchverpleegkundige Oogheelkunde (UMC),,X,
ZH0950,RESPLAU,ZZZ - Researchverpleegkundige Plastische chirurgie (UMC),,X,
ZH0951,RESPSYU,ZZZ - Researchverpleegkundige Psychiatrie (UMC),,X,
ZH0952,RESPYNU,Researchverpleegkundige Pijngeneeskunde (UMC),,ZH00000015,
ZH0954,RESSPOU,ZZZ - Researchverpleegkundige Sportgeneeskunde (UMC),,X,
ZH0955,RESTANU,ZZZ - Researchverpleegkundige Bijzondere tandheelkunde (UMC),,X,
ZH0957,RESUROU,ZZZ - Researchverpleegkundige Urologie (UMC),,X,
ZH0960,SEMKAAU,Semi-arts Kaakchirurgie (UMC),,ZH00000013,
ZH0973,SPEHEMO,Hematoloog oncologie (B&O),,ZH00000017,
ZH0978,AOICU,AO/IC Medewerkers (UMC),,ZH00000020,
ZH0985,MEDSPOGU,Medisch psycholoog (GGZ UMC),,ZH00000010,
ZH0995,&SEHFO,Aanvullend - SEH registratie verwijderen,Alleen een aantal gebruikers mogen SEH registraties verwijderen,A,
ZH0997,SPEENDO,Endocrinoloog oncologie (B&O),,ZH00000017,
ZH0998,SECHEMO,Medisch secretaresse / Poli-ass Hematologie oncologie (B&O),,ZH00000017,
ZH1000,SECHHO,Medisch secretaresse / Poli-ass Hoofd-hals oncologie (B&O),,ZH00000017,
ZH1003,SECGOCO,Medisch secretaresse / Poli-ass Chirurgie oncologie (B&O),,ZH00000017,
ZH1005,SEMNEO,Semi-arts Neonatologie,"20/7/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de SEMNEO. Werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere SEMART maar dan met de effectieve waarden van de SPENEO.",LU,
ZH1006,SEMNEOU,Semi-arts Neonatologie (UMC) ,,ZH00000011,
ZH1007,VPLPALU,Verpleegkundig specialist Palliatieve zorg (UMC),,ZH00000007,
ZH1009,SPEPALU,Palliatieve arts (UMC),,0000000041,
ZH1084,SPEOBS,Obstetrist,"31/7/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de SPEOBS. De werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere SPEC maar dan met de effectieve waarden van de SPEOBS. ",FU,
ZH0929,KSF344,High Care Neonatologie WKZ (UMC),,LU,
ZH0933,SEMRTHU,ZZZ - Semi-arts Radiotherapie (UMC),,X,
ZH0936,PERFUSU,Perfusionist (UMC),,ZH00000008,
ZH0940,VPLPYNU,Verpleegkundig specialist Pijngeneeskunde (UMC),,ZH00000015,
ZH0941,VPLGERU,Verpleegkundig specialist Geriatrie (UMC),,ZH00000007,
ZH0947,RESKAAU,ZZZ - Researchverpleegkundige Kaakchirurgie (UMC),,X,
ZH0948,RESNCHU,Researchverpleegkundige Neurochirurgie (UMC),,ZH00000010,
ZH0953,RESREVU,ZZZ - Researchverpleegkundige Revalidatie (UMC),,X,
ZH0956,RESTRMU,ZZZ - Researchverpleegkundige Traumatologie (UMC),,X,
ZH0958,RESVAAU,Researchverpleegkundige Vaatchirurgie (UMC),,ZH00000009,
ZH0972,DBCSEHU,Medewerker DBC's correctie Spoedeisende Hulp (UMC),,ZH00000015,
ZH1019,VPLUROO,Verpleegkundig specialist Urologie Oncologie (B&O),,ZH00000017,
ZH1020,PARTH,Physician assistant Radiotherapie,"24/7/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de PARTH. Werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere PA maar dan met de effectieve waarden van de SPERTH.",LU,
ZH1026,PAIC,Physician assistant Intensive Care,"24/7/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de PAIC. Werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere PA maar dan met de effectieve waarden van de SPEIC.",LU,
ZH1029,PAKLG,Physician assistant Klinische Genetica,"25/7/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de PAKLG. Werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere PA maar dan met de effectieve waarden van de SPEKLG.",LU,
ZH1030,PAKLGU,Physician assistant Klinische Genetica (UMC),,ZH00000014,
ZH1039,ONDINTC,Onderzoeksmedewerker Interne Geneeskunde (CMH),,ZH00000023,
ZH1052,ONDCMH,Onderzoeksmedewerker CMH,,ZH00000023,
ZH1053,MONSCC,Monitor Shared Care Consultant (PMC),"Shared care medewerkers van het PMC. Elk centrum heeft een eigen MONxxx-groep met een Eigen lijst van patiënten die vanuit dat centrum aangemeld zijn.
Toevoegingen in deze groep:
- Consult toevoegen (Ziekenhuislocatie PMC, Specialisme Kinderoncologie.
- Patiëntselectie Eigen lijsten.",LN,
ZH1055,MONZGVM,Monitor PMC Ziekenhuis Gelderse Vallei,,ZH00000024,
ZH1056,MONUMCGM,Monitor PMC UMCG,,ZH00000024,
ZH1057,MONRDGM,Monitor PMC Reinier de Graaf,,ZH00000024,
ZH1058,MONMSTM,Monitor PMC Medisch Spectrum Twente,,ZH00000024,
ZH1059,MONMCLM,Monitor PMC Medisch Centrum Leeuwarden,,ZH00000024,
ZH1060,MONFZHM,Monitor PMC Flevo ZH ,,ZH00000024,
ZH1061,MONJBZM,Monitor PMC Jeroen Bosch Ziekenhuis,,ZH00000024,
ZH1062,MONDLZM,Monitor PMC Dijklander Ziekenhuis,,ZH00000024,
ZH1063,MONDVZM,Monitor PMC Deventer Ziekenhuis,,ZH00000024,
ZH1064,MONCTZM,Monitor PMC Catharina Ziekenhuis,,ZH00000024,
ZH1065,MONAMCM,Monitor PMC AMC,,ZH00000024,
ZH1066,MONADRM,Monitor PMC Admiraal de Ruyter ,,ZH00000024,
ZH1068,MONVCM,Monitor PMC VieCuri,,ZH00000024,
ZH1069,MONISALM,Monitor PMC Isala klinieken,,ZH00000024,
ZH1070,MONAZHM,Monitor PMC Amphia Ziekenhuis,,ZH00000024,
ZH1071,MONCMCM,Monitor PMC Curaçao Medical Center,,ZH00000024,
ZH1072,MONEMCM,Monitor PMC Erasmus/Sophia kinderziekenhuis,,ZH00000024,
ZH1144,GVPCTCU,Gespecialiseerd verpleegkundige Cardiothoracale Chi (UMC),,ZH00000008,
ZH1078,SECKON,Medisch secretaresse / Poli-assistente Kinderoncologie,"28/7/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de SECKON. Werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere MEDSEC maar dan met de effectieve waarden van de SPEKON.",LU,
ZH1079,SECKONM,Medisch secretaresse / Poli-assistente Kinderoncologie (PMC),,ZH00000024,
ZH1082,SPEKALU,Kinderallergoloog (UMC),,ZH00000012,
ZH1086,SPEOBSU,Obstetrist (UMC),,ZH00000011,
ZH1087,BOEKHD,Boekhouding medewerker ,"1/8/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de BOEKHD. Werkcontexten zijn ingesteld zoals deze zijn ingesteld in de BOEKHD groep in 6.1 met aanvullend een boekhouding medewerker + ",FU,
ZH1089,BOEKHD+,Boekhouding medewerker +,,FU,
ZH1090,BOEKHDU+,Boekhouding medewerker + (UMC),,ZH00000020,
000045,DBCKLGU,DBC key-user Klinisch Genetica (UMC),,ZH00000014,
ZH1091,SEMRAD,Semi-arts Radiologie,"1/8/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de SEMRAD. Werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere SEMART maar dan met de effectieve waarden van de SPERAD.",LU,
ZH0934,RESRTHU,Researchverpleegkundige Radiotherapie (UMC),,ZH00000017,
ZH0961,SEMPYNU,Semi-arts Pijngeneeskunde (UMC),,ZH00000013,
ZH0964,VPLENDU,Verpleegkundig specialist Endocrinologie (UMC),,ZH00000007,
ZH0966,DATHERU,Datamanager Divisie Hersenen (UMC),,ZH00000010,
ZH1097,MONRADU,Monitor Radiologie (UMC),Groep ingericht voor de roosteraars van de radiologie. Zijn moeten alleen de agenda kunnen inzien en blokkeren en deblokkeren voor de roosters van het personeel.,ZH00000017,
ZH1098,MONZSPEU,Monitor zonder specialisme (UMC),,0000000041,
ZH1400,&BDEFACM,Aanvullend - Mag behandelplandefinities accorderen (PMC),Categorie 'cytostatica' toegevoegd zodat alleen behandelplannen uit deze categorie geaccordeerd kunnen worden. ,A,
ZH1102,&STAMB,Aanvullend - Stamboom inzien,Met deze aanvullende groep krijgen bepaalde artsen op naam extra inzage in het inzien van stambomen bij hun huidige rollen. (+echtgebonden werkcontext op inzage in Klinische genetica),A,
