LIJSTID,CATEGORIE,LIJSTNAAM
CS00058049,LIJNEN,Wondinfiltratiekatheter
CS00035791,LIJNEN,Wondvocht
CS00064346,LIJNEN,Wound manager
CS00054326,LIJNEN,Zenuwkatheter
CS00051036,LIJNEN,Zesde fase: Nabloeding
CS00051034,LIJNEN,Zesde fase: Verwijder lucht
CS00051038,LIJNEN,Zevende fase: Nabloeding
CS00051037,LIJNEN,Zevende fase: Verwijder lucht
CS00058212,LIJNEN,ZH orders
CS00058213,LIJNEN,ZH orders
CS00058214,LIJNEN,ZH orders
CS00058215,LIJNEN,ZH orders
CS00058216,LIJNEN,ZH orders
CS00058217,LIJNEN,ZH orders
CS00064352,LIJNEN,ZH orders Maagsonde
CS00059963,LIJNEN,Ziekenhuis eigen order 'risico'
CS00059958,LIJNEN,Ziekenhuis eigen orders 'geen risico'
CS00059962,LIJNEN,Ziekenhuis eigen orders 'geen risico'
CS00059960,LIJNEN,Ziekenhuis eigen orders 'hoog risico'
CS00059964,LIJNEN,Ziekenhuis eigen orders 'hoog risico'
CS00059959,LIJNEN,Ziekenhuis eigen orders 'risico
CS00034890,LIJNEN,Zuurstof in incubator
CS00052922,LIJNEN,Zuurstof incubator
CS00056257,LO,1e wisselfase
CS00056259,LO,2e wisselfase
CS00055425,LO,A. temporalis
CS00061128,LO,Aandacht
CS00055938,LO,ABCDE
CS00055384,LO,Abdomen
CS00055961,LO,Ademgeruis en bijgeluiden
CS00055388,LO,Algemene indruk
CS00055789,LO,Bewustzijn
CS00059722,LO,Cachexie
CS00056260,LO,Cariës
CS00056213,LO,Cawood klasse
CS00056246,LO,Conditie boven- en onderkaak
CS00056217,LO,Conditie prothese
CS00056261,LO,Coöperatie
CS00055803,LO,Coördinatie
CS00055391,LO,Coronair
CS00061132,LO,Denken
CS00056689,LO,dermatoscopie
CS00056231,LO,Diagnose prothese
CS00056215,LO,Drukplaatsen
CS00056526,LO,Endocriene stoornis
CS00055423,LO,Extremiteiten
CS00055963,LO,Galblaas
CS00061130,LO,Geheugen
CS00055775,LO,Genitalia externa
CS00055957,LO,Harttonen en souffles
CS00055972,LO,Hemorroïden
CS00055795,LO,Hersenzenuwen
CS00055390,LO,Hoofd/hals
CS00056235,LO,Huidafwijkingen
CS00056657,LO,Huidafwijkingen gelaat
CS00056519,LO,Huidtype
CS00055333,LO,In speculo
CS00056524,LO,Inflammatoire acne laesies
CS00056280,LO,Intra-oraal onderzoek
CS00056037,LO,IUD
CS00026718,LO,Lichamelijk onderzoek
CS00055768,LO,Liezen
CS00056522,LO,Littekens/pigmentvorming
CS00056318,LO,LO Liesbreuk
CS00056520,LO,Locatie/uitgebreidheid
CS00055426,LO,Lymfeklieren
CS00061136,LO,Mammae
CS00055793,LO,Meningeale prikkeling
CS00056255,LO,Mondhygiëne
CS00056262,LO,Mondonderzoek kaasmolaren
CS00056218,LO,Mondverzorging (lo)
CS00055800,LO,Motoriek
CS00060978,LO,Myoom
CS00060113,LO,Neurologisch onderzoek
CS00056525,LO,Non-inflammatoire acne laesies
CS00056696,LO,Oedeem
CS00056282,LO,Oksel
CS00056212,LO,Omvang processus mandibularis
CS00056211,LO,Omvang processus maxillaris
CS00061129,LO,Oriëntatie
CS00056214,LO,Parodontale conditie
CS00055962,LO,Percussie
CS00055959,LO,Perifere arteriën
CS00056281,LO,Periodiek mondonderzoek
CS00056249,LO,Prothese aan te passen
CS00056688,LO,PROVOKE
CS00061127,LO,Psychiatrisch onderzoek
CS00061134,LO,Psychomotoriek
CS00055394,LO,Pulmonaal
CS00055935,LO,Pulsaties
CS00055317,LO,Rectaal Toucher
CS00055801,LO,Reflexen
CS00055424,LO,Schildklier
CS00055802,LO,Sensibiliteit
CS00056216,LO,Slijmvlies
CS00055792,LO,Spraak
CS00061131,LO,Stemming
CS00055369,LO,Transvaginale echo
CS00056247,LO,Trismus
CS00055334,LO,Vaginaal toucher
CS00055120,LO,Voetinspectie
CS00061133,LO,Waarneming
CS00056264,LO,Wennen
CS00056263,LO,Wennen Hall kroon
CS00056265,LO,Wennen restauratief/extractie
CS00055777,LO,Wervelkolom
CS00056256,LO,Wisselfase
CS00056248,LO,Xerostomie
CS00061135,LO,Ziektebesef en -inzicht
CS00061098,LO,Zwangerschapsecho
CS00055973,LO,Zwelling LO
CS00018081,LOG,- tegen weerstand detail
CS00018091,LOG,- tegen weerstand kaak detail
CS00003067,LOG,(Hemi)parese aanvullend
CS00026294,LOG,(Post-)IC schaal logopedie
CS00037001,LOG,8-punt aspiratie – penetratie schaal
CS00019093,LOG,"A) Begrip, nonverbaal"
CS00018883,LOG,A) Probleem en herstel
CS00027102,LOG,Aangezicht
CS00027250,LOG,Aangezicht
CS00018575,LOG,Aantekeningen
CS00017835,LOG,Aanvankelijk voedingspatroon
CS00027298,LOG,Aanvankelijk voedingspatroon
CS00000531,LOG,Aanvullend onderzoek
CS00018233,LOG,Aanvullend onderzoek
CS00026094,LOG,Aanvullend onderzoek
CS00026105,LOG,Aanvullend onderzoek
CS00059251,LOG,Aanwijzingen Volgen AV
CS00026297,LOG,ABCD Vragenlijst
CS00000526,LOG,Abdomen
CS00027098,LOG,Adem
CS00027246,LOG,Adem
CS00027271,LOG,Adem
CS00027284,LOG,Adem
CS00028398,LOG,Adem
CS00028406,LOG,Adem
CS00018168,LOG,Ademhaling
CS00018104,LOG,Ademing
CS00028537,LOG,Administratieve problemen oplossen
CS00051477,LOG,Advies aan de verpleegkundige
CS00018253,LOG,Adviezen
CS00018266,LOG,Adviezen
CS00019157,LOG,Afbeeldingen beschrijven
CS00019156,LOG,Afbeeldingen in juiste volgorde leggen
CS00026171,LOG,afleiders
CS00018257,LOG,Afsluiting
CS00018273,LOG,Afspraak
CS00052570,LOG,Afspraak
CS00028538,LOG,Afspraak maken
CS00032133,LOG,Afwijking binnen klankklasse
CS00003065,LOG,Akense Afasie Test (AAT)
CS00018132,LOG,Algehele conclusie
CS00000522,LOG,Algemeen
CS00028892,LOG,Algemeen
CS00028904,LOG,Algemeen
CS00028384,LOG,Anamnese
CS00017790,LOG,Anamnese (stem)
CS00027275,LOG,Anamnese (stem)
CS00017795,LOG,Anamnese en specieel onderzoek
CS00052744,LOG,Anamnese en specieel onderzoek
CS00000536,LOG,Anamnese en specieel onderzoek 2
CS00017979,LOG,Anatomie
CS00018268,LOG,ANTAT
CS00030247,LOG,ANTAT
CS00030248,LOG,ANTAT
CS00052561,LOG,ANTAT I & II
CS00031035,LOG,ANTAT II
CS00052564,LOG,ANTAT versie 1
CS00052579,LOG,ANTAT versie 2
CS00031043,LOG,Arm
CS00052687,LOG,Arm
CS00014570,LOG,Articulatie
CS00028401,LOG,Articulatie
CS00028408,LOG,Articulatie
CS00018267,LOG,Articulatie / woorden naspreken
CS00018135,LOG,AS1
CS00018136,LOG,AS2
CS00030249,LOG,A-schaal
CS00033631,LOG,Assessment Tool for Lingual Frenulum Function (ATLFF)
CS00026167,LOG,Auditief begrip
CS00026168,LOG,Auditief begrip voor woorden
CS00026169,LOG,Auditief begrip voor zinnen
CS00003058,LOG,Auditief geheugen
CS00018559,LOG,AW Actieve Woordenschat
CS00018133,LOG,AW1
CS00018134,LOG,AW2
CS00019094,LOG,"B) Begrip, verbaal"
CS00018885,LOG,B) Beurtwisseling en sequenties
CS00031122,LOG,Bal
CS00032131,LOG,Basisprocessen
CS00018551,LOG,BAV Begrippen en Aanwijzigingen Volgen
CS00048808,LOG,BE-1: Voorwerpen (enkelvoudige nomina)
CS00048810,LOG,BE-2: Kleuren
CS00048812,LOG,BE-3: Voorwerpen (composita)
CS00048813,LOG,BE-4: Situaties en handelingen
CS00028535,LOG,Beantwoorden telefoon
CS00019131,LOG,Begrijpen van gesproken taal
CS00026387,LOG,Begrijpend lezen woordniveau
CS00026388,LOG,Begrijpend lezen zinsniveau
CS00030112,LOG,Begrip - Rivier
CS00030113,LOG,Begrip - Vormen
CS00018307,LOG,Begrip van woorden
CS00018308,LOG,Begrip van zinnen
CS00031961,LOG,"Begrip, nonverbaal"
CS00054691,LOG,"Begrip, nonverbaal"
CS00031963,LOG,"Begrip, verbaal"
CS00054695,LOG,"Begrip, verbaal"
CS00018252,LOG,Behandelplan
CS00003073,LOG,Benoemen
CS00018310,LOG,Benoemen
CS00026393,LOG,Benoemen
CS00048807,LOG,Benoemen
CS00026206,LOG,Benoemen werkwoorden
CS00026199,LOG,Benoemen zelfstandige naamwoorden
CS00026386,LOG,Beschrijven van een voorwerp
CS00018092,LOG,Beweeglijk lateraal detail
CS00018098,LOG,Beweeglijk lateraal detail (TONG)
CS00018109,LOG,Bijzondere bevindingen
CS00028527,LOG,BIPAC
CS00018118,LOG,BIPAC / BEBA
CS00031130,LOG,Bloemkool
CS00028528,LOG,Boodschappen doen
CS00000524,LOG,Bovenste extremiteiten
CS00031036,LOG,Bril
CS00031128,LOG,Bril
CS00052682,LOG,Bril
CS00030250,LOG,B-schaal
CS00028530,LOG,Bus
CS00018275,LOG,Buurman
CS00052572,LOG,Buurman
CS00018886,LOG,C) Topic en algehele conversatie
CS00019095,LOG,"C) Uiten, nonverbaal"
CS00031132,LOG,CAT-NL
CS00028689,LOG,CELF Preschool 2
CS00018549,LOG,CELF4 5-8 jaar
CS00018630,LOG,CELF4 9+ jaar
CS00059243,LOG,CELF5 5-8 jaar
CS00063230,LOG,Center for Neurologic Study - Lability scale (CNS-LS) for pseudobulbair affect (PBA)
CS00000519,LOG,Centraal zenuwstelsel
CS00017771,LOG,Cervicale structuren artrogeen
CS00017773,LOG,Cervicale structuren myogeen
CS00018563,LOG,CH-A Cijfers Herhalen Achterwaarts
CS00018343,LOG,Checklist
CS00018342,LOG,Checklist Dyspraxiekenmerken
CS00059269,LOG,Checklist Pragmatiek in Activiteiten PAC
CS00018564,LOG,CH-T Cijfers Herhalen Totaal
CS00018562,LOG,CH-V Cijfers Herhalen Voorwaarts
CS00031134,LOG,Cognitieve screening
CS00019145,LOG,Communicatieproblemen
CS00018035,LOG,Communicatieve vaardigheden
CS00018048,LOG,Communicatieve vaardigheden
CS00027283,LOG,Communicatieve voorwaarden
CS00026332,LOG,Comparatieve vragen
CS00026394,LOG,Conceptdefinitie
CS00017992,LOG,Conclusie
CS00018111,LOG,Conclusie
CS00026404,LOG,Conclusie
CS00027087,LOG,Conclusie
CS00027414,LOG,Conclusie
CS00030116,LOG,Conclusie
CS00030251,LOG,Conclusie
CS00033628,LOG,Conclusie
CS00033632,LOG,Conclusie
CS00014588,LOG,Conclusie en advies
CS00000532,LOG,Conclusie en beleid
CS00018248,LOG,Conclusie en beleid
CS00018128,LOG,Conclusie sensibiliteit
CS00000539,LOG,Consult
CS00019096,LOG,"D) Uiten, verbaal"
CS00000509,LOG,DDR Logopedie dataset
CS00017644,LOG,Decursus
CS00048643,LOG,Deel 1
CS00048648,LOG,Deel 2
CS00048649,LOG,Deel 3
CS00048650,LOG,Deel 4
CS00048651,LOG,Deel 5
CS00019025,LOG,Dikvloeibare voeding
CS00019024,LOG,Dikvloeibare voeding (trigger)
CS00024604,LOG,Doelen
CS00019021,LOG,Drie theelepels water
CS00019020,LOG,Drie theelepes water (trigger)
CS00028879,LOG,DTL screening
CS00028889,LOG,DTL screening kinderen
CS00028891,LOG,DTL volwassenen/adolescenten
CS00018632,LOG,DW Definities van woorden (10+ jaar)
CS00014569,LOG,Dysartrie
CS00018165,LOG,Dysartrie en verbale apraxie (DYVA)
CS00018112,LOG,Dysatrie(lijst)
CS00014576,LOG,Dysfagie
CS00030846,LOG,E
CS00019097,LOG,E) Spontane communicatie
CS00028920,LOG,EC Elementaire Concepten (3 jaar)
CS00031121,LOG,Eekhoorn
CS00018114,LOG,Eetmoment
CS00026396,LOG,Emmer
CS00019030,LOG,Ernst dysfagie
CS00035562,LOG,Ernstschaal afasie
CS00020993,LOG,Ernstschaal dysartrie
CS00026295,LOG,Ernstschaal dysfagie
CS00036272,LOG,Eten / drinken / slikken
CS00028900,LOG,Eten en Drinken
CS00018256,LOG,Evaluatie
CS00018115,LOG,Evt. heffing detail
CS00019153,LOG,Expressieve prosodie
CS00018571,LOG,Expressieve Taal Index
CS00018642,LOG,Expressieve Taal Index 13+ jaar
CS00028925,LOG,Expressieve Taal Index 3-6 jaar
CS00018641,LOG,Expressieve Taal Index 9-12 jaar
CS00059262,LOG,Expressieve Taal Index ETI
CS00030845,LOG,F
CS00019098,LOG,F) Opmerkingen
CS00014580,LOG,Faciale motoriek (N VII)
CS00000537,LOG,Familieanamnese
CS00030111,LOG,FAST
CS00018561,LOG,FB Fonologisch Bewustzijn
CS00031124,LOG,Fles
CS00017836,LOG,Flesvoeding
CS00014572,LOG,Fonatie
CS00018169,LOG,Fonatie
CS00017792,LOG,Fonatieproduct
CS00027094,LOG,Fonatieproduct
CS00027277,LOG,Fonatieproduct
CS00028385,LOG,Fonatieproduct
CS00017791,LOG,Fonatiewijze
CS00027093,LOG,Fonatiewijze
CS00027276,LOG,Fonatiewijze
CS00028362,LOG,Fonatiewijze
CS00027097,LOG,Fonetogram
CS00027301,LOG,Fonetogram
CS00030478,LOG,Fonetogram
CS00018283,LOG,Fonologische Analyse Nederlands (FAN)
CS00018278,LOG,Fruitmand
CS00052576,LOG,Fruitmand
CS00020996,LOG,Functie- en activiteitenniveau
CS00024602,LOG,Functional Oral Intake Scale
CS00033626,LOG,Functionele kenmerken
CS00031958,LOG,Gebaar - voorwerp
CS00054692,LOG,Gebaar - voorwerp
CS00028189,LOG,Gecorrigeerde leeftijd
CS00028191,LOG,Gecorrigeerde leeftijd
CS00018110,LOG,Gehemeltebogen in rust detail
CS00017991,LOG,Gelaatsmotoriek
CS00000528,LOG,Genitalia
CS00026214,LOG,Geschreven taal
CS00031973,LOG,Geschreven woord - herkennen
CS00054703,LOG,Geschreven woord - herkennen
CS00031974,LOG,Geschreven woord - plaatje
CS00054706,LOG,Geschreven woord - plaatje
CS00031975,LOG,Geschreven woord - situatie
CS00054708,LOG,Geschreven woord - situatie
CS00031976,LOG,Geschreven zin - beantwoorden
CS00054711,LOG,Geschreven zin - beantwoorden
CS00031988,LOG,Gesprek - beoordelen van P's aandeel in het gesprek
CS00031986,LOG,Gesprek - gebruik van de communicatiemiddelen
CS00026198,LOG,Gesproken taal
CS00031964,LOG,Gesproken woord - plaatje
CS00054696,LOG,Gesproken woord - plaatje
CS00031966,LOG,Gesproken woord - situatie
CS00054697,LOG,Gesproken woord - situatie
CS00031968,LOG,Gesproken zin beoordelen - lexicale strategie
CS00054699,LOG,Gesproken zin beoordelen - lexicale strategie
CS00031972,LOG,Gesproken zin beoordelen - syntactische strategie
CS00054702,LOG,Gesproken zin beoordelen - syntactische strategie
CS00028400,LOG,Gestimuleerd spreken
CS00019023,LOG,Half glas water
CS00019022,LOG,Half glas water (trigger)
CS00018274,LOG,Handschoen
CS00052571,LOG,Handschoen
CS00018167,LOG,Hardop lezen
CS00018113,LOG,Heffing detail
CS00030842,LOG,Helikopter
CS00026209,LOG,Herhalen
CS00032130,LOG,Hodson en Paden
CS00018276,LOG,Hond
CS00052574,LOG,Hond
CS00000523,LOG,Hoofd / hals
CS00017838,LOG,Huidige voedingspatroon
CS00027299,LOG,Huidige voedingspatroon
CS00018116,LOG,hulpmiddel(trigger)
CS00018254,LOG,Hulpmiddelen
CS00017774,LOG,Hyoidale en laryngeale structuren
CS00027164,LOG,Individueel verslag
CS00027166,LOG,Individueel verslag
CS00019036,LOG,Informeel Taalonderzoek
CS00017776,LOG,Inspectie aangezicht
CS00018102,LOG,Inspectie mondholte
CS00018285,LOG,Intakevragenlijst voedingsproblemen
CS00031058,LOG,Items: begrip van woorden
CS00031111,LOG,Items: begrip van zinnen
CS00031113,LOG,Items: benoemen
CS00031137,LOG,Items: zinnen maken
CS00014578,LOG,Kaakbewegelijkheid (N V)
CS00031119,LOG,Kaars
CS00018089,LOG,Kaken openen/sluiten detail
CS00031045,LOG,Kat
CS00052689,LOG,Kat
CS00019029,LOG,Kauwfunctie brood met korst
CS00019028,LOG,Kauwfunctie brood met korst (trigger)
CS00019027,LOG,Kauwfunctie brood zonder korst
CS00019026,LOG,Kauwfunctie brood zonder korst (trigger)
CS00018277,LOG,Kennismaken
CS00052575,LOG,Kennismaken
CS00018569,LOG,Kernscore
CS00018638,LOG,Kernscore 13+ jaar
CS00028923,LOG,Kernscore 3-6
CS00018637,LOG,Kernscore 9-12 jaar
CS00059260,LOG,Kernscores
CS00031042,LOG,Kind
CS00052686,LOG,Kind
CS00018286,LOG,Kinder voedingsdagboek
CS00018312,LOG,Klankdiscriminatie
CS00026298,LOG,Klankdiscriminatie screeningstaak
CS00000534,LOG,Klinisch opnameformulier
CS00000538,LOG,Klinische decursus
CS00026397,LOG,Klok
CS00017988,LOG,Kracht
CS00018094,LOG,Kracht bij bijten detail
CS00018099,LOG,Kracht lateraal detail
CS00018835,LOG,Kracht posterior
CS00031041,LOG,Kurkentrekkers
CS00052685,LOG,Kurkentrekkers
CS00017768,LOG,Larynx
CS00014583,LOG,Larynxbeweging
CS00019039,LOG,Lezen
CS00030115,LOG,Lezen
CS00019132,LOG,Lezen en schrijven
CS00019150,LOG,Lezen en schrijven van persoonlijke informatie
CS00026215,LOG,Lezen van woorden
CS00017772,LOG,Lichaamshouding
CS00000521,LOG,Lichamelijk onderzoek
CS00059248,LOG,Linguistische Concepten LC
CS00018015,LOG,Lippen
CS00018085,LOG,Lipsluiting bij weerstand detail
CS00018084,LOG,Lipsluiting in rust detail
CS00031955,LOG,LOG Nederlandstalig Dysartrieonderzoek-Volwassenen (NDO-V) anamnese
1000013149,LOG,Logopedie Evaluatie Huidige spraak
CS00003054,LOG,Logopedie testen
CS00018251,LOG,Logopedische diagnose
CS00018264,LOG,Logopedische diagnose
CS00031047,LOG,Loodgieter
CS00052691,LOG,Loodgieter
CS00031114,LOG,Lucifer(s)
CS00017841,LOG,materiaal in mond stoppen
CS00026308,LOG,Mentale status
CS00031126,LOG,Molen
CS00018086,LOG,Mond breed detail
CS00018087,LOG,Mond rond detail
CS00027274,LOG,Mondgedrag
CS00027280,LOG,Mondgedrag
CS00017840,LOG,Mondgedrag en responsiviteit
CS00017974,LOG,Mondmotorisch onderzoek
CS00017843,LOG,Motorisch ontwikkelingsverloop
CS00014573,LOG,Musische elementen
CS00018108,LOG,N. IX/N. X Farynx
CS00018088,LOG,N. V Kaak
CS00018082,LOG,N. VII Gelaat mond
CS00018075,LOG,N. VII Gelaat Ogen
CS00018131,LOG,N. X Larynx
CS00018095,LOG,N. XII Tong
CS00018977,LOG,n.IX/X Orofaryngeaal L
CS00018125,LOG,n.IX/X Orofaryngeaal R
CS00018120,LOG,n.V Extra-oraal L
CS00018975,LOG,n.V Extra-oraal R
CS00018976,LOG,n.V Intra-oraal L
CS00018124,LOG,n.V Intra-oraal R
CS00048653,LOG,NA-1: Klanken
CS00048677,LOG,NA-2: Eenlettergrepige woorden
CS00048679,LOG,NA-3: Leen- en vreemde woorden
CS00048800,LOG,NA-4: Samengestelde woorden
CS00048801,LOG,NA-5: Zinnen
CS00018025,LOG,NAH / NMA
CS00018030,LOG,NAH / NMA
CS00014584,LOG,"Nasaliteit/Velumfunktie (N IX, N X))"
1000013150,LOG,Nasometrie
CS00003071,LOG,Naspreken
CS00026385,LOG,Naspreken
CS00048652,LOG,Naspreken
CS00026399,LOG,Natekenen van figuren
CS00019148,LOG,Navertellen van een verhaal - Onmiddelijk
CS00026310,LOG,Navertellen van een verhaal - onmiddelijk
CS00019155,LOG,Navertellen van een verhaal - Uitgesteld
CS00026402,LOG,Navertellen verhaal - uitgesteld
CS00030740,LOG,NDO-V Adem (bij spreken)
CS00031956,LOG,NDO-V anamnese
CS00030700,LOG,NDO-V Articulatie
CS00030774,LOG,NDO-V Conclusie - logopedische diagnose
CS00030728,LOG,NDO-V Diadochokinese
CS00030733,LOG,NDO-V Fonatie
CS00030749,LOG,NDO-V Houding
CS00030729,LOG,NDO-V Nasale resonantie
CS00030758,LOG,NDO-V Overige bevindingen
CS00030741,LOG,NDO-V Prosodie
CS00030697,LOG,Nederlandstalig Dysartrieonderzoek-Volwassenen (NDO-V)
CS00003066,LOG,Neurologische gegevens
CS00018014,LOG,Neus
CS00019152,LOG,Noemen van visueel-distinctieve kenmerken
CS00061484,LOG,Normscore mediaan
CS00061485,LOG,Normscore standaarddeviatie
CS00018568,LOG,Normscores
CS00018635,LOG,Normscores
CS00028922,LOG,Normscores
CS00059259,LOG,Normscores CELF5
CS00030841,LOG,nvt
CS00019138,LOG,Observatie
CS00027086,LOG,Observatie
CS00018166,LOG,Observatie spontane spraak
CS00027084,LOG,Observatie/onderzoek voeding
CS00014577,LOG,Observaties tijdens screening aangevuld met gegevens uit medisch- en/of verpleegkundig dossier
CS00018010,LOG,Ogen
CS00018077,LOG,Ogen geopend in rust detail
CS00018078,LOG,Ogen stevig sluiten detail
CS00032132,LOG,Omissie klanksegment
CS00000530,LOG,Onderste extremiteiten
CS00027085,LOG,Onderzoek
CS00019137,LOG,Onderzoekslijst
CS00018126,LOG,Onderzoeksplan
CS00017842,LOG,Ontwikkelingsverloop
CS00028536,LOG,Opbellen
CS00000533,LOG,Opdrachten aan verpleegkundigen
CS00026328,LOG,Opdrachten uitvoeren
CS00021615,LOG,Opmerkingen
CS00031989,LOG,Opmerkingen
CS00019151,LOG,Opnoemen
CS00018309,LOG,Opnoemen van reeks woorden
CS00026389,LOG,Opnoemen van woorden
CS00017834,LOG,Oraal functioneren
CS00014586,LOG,"Orale reflexen (N IX, N X)"
CS00018288,LOG,Oro-Myo Functionele Therapie (OMFT)
CS00018261,LOG,Overdracht
CS00019133,LOG,Overige
CS00017869,LOG,Overige opmerkingen larynx
CS00000520,LOG,Overige tracti
CS00030844,LOG,P
CS00031129,LOG,Paard
CS00018882,LOG,PACT
CS00018884,LOG,PACT
CS00031123,LOG,Paddestoel
CS00026336,LOG,Pagina 1
CS00026338,LOG,Pagina 2
CS00026339,LOG,Pagina 3
CS00026340,LOG,Pagina 4
CS00060348,LOG,PALPA test 14
CS00017767,LOG,Parkinson
CS00017870,LOG,Parkinson
CS00028396,LOG,Parkinson dysartrieonderzoek
CS00028415,LOG,Parkinson dysartrieonderzoek II
CS00019307,LOG,Patiënt
CS00031131,LOG,Pet
CS00031979,LOG,Plaatje - functionele beweging
CS00054714,LOG,Plaatje - functionele beweging
CS00031978,LOG,Plaatje - grootte aangeven
CS00054713,LOG,Plaatje - grootte aangeven
CS00031981,LOG,Plaatje - mondeling benoemen
CS00054716,LOG,Plaatje - mondeling benoemen
CS00031984,LOG,Plaatje - schriftelijk benoemen
CS00054720,LOG,Plaatje - schriftelijk benoemen
CS00031960,LOG,Plaatje - situatie
CS00054694,LOG,Plaatje - situatie
CS00031959,LOG,Plaatje - voorwerp
CS00054693,LOG,Plaatje - voorwerp
CS00031982,LOG,Plaatjesreeks - zinnen formuleren
CS00054717,LOG,Plaatjesreeks - zinnen formuleren
CS00000510,LOG,Poliklinisch vervolgconsult
CS00031117,LOG,Potlood
CS00028539,LOG,Praatje maken (met minder bekenden)
CS00059255,LOG,Pragmatiek Profiel PP
CS00030114,LOG,Productie
CS00018345,LOG,Prosodie
CS00028404,LOG,Prosodie
CS00028410,LOG,Prosodie
CS00018153,LOG,Pseudowoorden
CS00018154,LOG,Pseudowoorden
CS00018090,LOG,Radboud Dysartrie onderzoek
CS00018073,LOG,Radboud Oraal onderzoek
CS00019019,LOG,Randvoorwaarden eten en drinken
CS00059266,LOG,Receptieve - Expressieve Taal Index
CS00019154,LOG,Receptieve linguiïstische prosodie
CS00018570,LOG,Receptieve Taal Index
CS00018640,LOG,Receptieve Taal Index 13+ jaar
CS00028924,LOG,Receptieve Taal Index 3 jaar
CS00028929,LOG,Receptieve Taal Index 4-6 jaar
CS00018639,LOG,Receptieve Taal Index 9-12 jaar
CS00059261,LOG,Receptieve Taal Index RTI
CS00000527,LOG,Rectaal toucher
CS00031040,LOG,Rekening
CS00052684,LOG,Rekening
CS00028402,LOG,Resonans
CS00028409,LOG,Resonans
CS00014571,LOG,Resonantie
CS00018186,LOG,Resonantie
CS00019306,LOG,Respondent
CS00031046,LOG,Restaurant
CS00052690,LOG,Restaurant
CS00003059,LOG,Reynell Test voor Taalbegrip
CS00019124,LOG,RHC (Dharmaperwira-Prins)
CS00018565,LOG,RO Reeksen Opsommen
CS00028883,LOG,Rode vlaggen
CS00031952,LOG,RSI
CS00000529,LOG,Rug
CS00019129,LOG,Samenvatting
CS00019044,LOG,Samenvatting en interpretatie
CS00018887,LOG,Samenvatting van de bevindingen en aanbevelingen
CS00018567,LOG,SBt Snel Benoemen tijd
CS00031116,LOG,Schaar
1000013147,LOG,Schisis Logopedie
1000013148,LOG,SCHISIS Logopedie
CS00020997,LOG,Schlichting Test voor Taalbegrip
CS00003055,LOG,Schlichting Test voor Taalproductie-II
CS00018272,LOG,Schoen
CS00052569,LOG,Schoen
CS00003072,LOG,Schrijftaal
CS00048802,LOG,Schrijftaal
CS00019040,LOG,Schrijven
CS00030122,LOG,Schrijven
CS00026220,LOG,Schrijven van woorden
CS00027113,LOG,Score
CS00026345,LOG,Score gecontroleerd inprenten
CS00026368,LOG,Score opnoemen met cue
CS00026398,LOG,Score spontaan tekenen
CS00030847,LOG,Scores
CS00003068,LOG,Scores Akense Afasie Test
CS00031038,LOG,Scores ANTAT I
CS00031048,LOG,Scores ANTAT II
CS00052580,LOG,Scores ANTAT versie 1
CS00052714,LOG,Scores ANTAT versie 2
CS00003060,LOG,Scores Reynell Test
CS00048928,LOG,Screening Directe Toegankelijkheid
CS00032118,LOG,Screeningslijst voor Stotteren
CS00019146,LOG,Screeningstaken
CS00018117,LOG,Sensibiliteit
CS00018119,LOG,Sensibiliteit
CS00014585,LOG,Sensibiliteit achterste 1/3 deel tong (N IX)
CS00018127,LOG,Sensibiliteit conclusie
CS00017989,LOG,Sensibiliteit/responsiviteit
CS00063327,LOG,Sialorrhea Scoring Scale (SSS)
CS00031118,LOG,Sinasappel
CS00031983,LOG,Situatie - schriftelijk benoemen
CS00054718,LOG,Situatie - schriftelijk benoemen
CS00018083,LOG,Slechte neusdoorgankelijkheid
CS00014587,LOG,Slikfunktie
CS00027101,LOG,Slikken
CS00027249,LOG,Slikken
CS00053147,LOG,Slikken
CS00014575,LOG,Slikken en kauwen
CS00018507,LOG,Slikscreening
CS00030209,LOG,SNEL
CS00030210,LOG,SNEL
CS00017837,LOG,Sondevoeding
CS00000511,LOG,Speciële anamnese
CS00017798,LOG,Speciële anamnese
CS00028835,LOG,Specifieke gesprekken (met bekenden)
CS00053145,LOG,Speekselafscheiding
CS00017794,LOG,Speekselverlies
CS00017844,LOG,Spelontwikkeling
CS00017788,LOG,Spontaan slikken
CS00017769,LOG,Spontaan spreken
CS00028397,LOG,Spontaan spreken
CS00028393,LOG,Spontaan taalgebruik
CS00026395,LOG,Spontaan tekenen
CS00031985,LOG,Spontane communicatie
CS00018284,LOG,Spontane taalanalyse
CS00003069,LOG,Spontane taalproductie
CS00018093,LOG,Spraak
CS00019043,LOG,Spraak
CS00027099,LOG,Spraak
CS00027247,LOG,Spraak
CS00053146,LOG,Spraak
CS00017831,LOG,Spraak- / taalontwikkeling
CS00017833,LOG,Spraak- / taalontwikkeling
CS00027272,LOG,Spraak/taal
CS00027281,LOG,Spraak/taal
CS00028901,LOG,Spraak/Taal
CS00028905,LOG,Spraak/Taal
CS00027282,LOG,Spraak-/taalontwikkeling
CS00019130,LOG,Spreken
CS00028414,LOG,Spreken
CS00018634,LOG,SR Semantische Relaties
CS00048803,LOG,ST-1: Hardop lezen
CS00048804,LOG,ST-2: Samenstellen op dictaat
CS00048806,LOG,ST-3: Schrijven op dictaat
CS00031044,LOG,Station
